feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
"(0, 1, 4, 8, 10, 11, 14, 15, 16, 18, 20, 21, 22, 23, 25, 26, 29, 31, 32, 33, 34, 42, 43)",[0.78309071 0.94557671],0.864333706606943,"('0', '1', '4', '8', '10', '11', '14', '15', '16', '18', '20', '21', '22', '23', '25', '26', '29', '31', '32', '33', '34', '42', '43')",0.3495604205543817,0.0812430011198208,0.0812430011198208
"(0, 1, 4, 8, 10, 11, 14, 15, 16, 18, 20, 21, 22, 23, 25, 29, 31, 32, 33, 34, 42, 43)",[0.78286674 0.94367301],0.8632698768197089,"('0', '1', '4', '8', '10', '11', '14', '15', '16', '18', '20', '21', '22', '23', '25', '29', '31', '32', '33', '34', '42', '43')",0.34594677044527383,0.08040313549832029,0.08040313549832027
"(0, 1, 4, 10, 11, 14, 15, 16, 18, 20, 21, 22, 23, 25, 29, 31, 32, 33, 34, 42, 43)",[0.78577828 0.94120941],0.8634938409854422,"('0', '1', '4', '10', '11', '14', '15', '16', '18', '20', '21', '22', '23', '25', '29', '31', '32', '33', '34', '42', '43')",0.3343830900961281,0.07771556550951847,0.07771556550951846
"(0, 4, 10, 11, 14, 15, 16, 18, 20, 21, 22, 23, 25, 29, 31, 32, 33, 34, 42, 43)",[0.78611422 0.94132139],0.8637178051511758,"('0', '4', '10', '11', '14', '15', '16', '18', '20', '21', '22', '23', '25', '29', '31', '32', '33', '34', '42', '43')",0.33390127008158027,0.07760358342665169,0.07760358342665169
"(0, 4, 10, 11, 14, 15, 16, 18, 20, 21, 22, 23, 25, 29, 31, 32, 34, 42, 43)",[0.78801792 0.94109742],0.8645576707726763,"('0', '4', '10', '11', '14', '15', '16', '18', '20', '21', '22', '23', '25', '29', '31', '32', '34', '42', '43')",0.32932397994337687,0.07653975363941767,0.07653975363941767
"(0, 4, 10, 11, 14, 15, 16, 18, 20, 21, 22, 23, 25, 29, 31, 32, 42, 43)",[0.78544233 0.94636058],0.8659014557670772,"('0', '4', '10', '11', '14', '15', '16', '18', '20', '21', '22', '23', '25', '29', '31', '32', '42', '43')",0.34618768045254783,0.08045912653975368,0.08045912653975368
"(0, 4, 10, 11, 14, 15, 16, 18, 20, 21, 22, 23, 25, 29, 31, 32, 43)",[0.78544233 0.94804031],0.8667413213885777,"('0', '4', '10', '11', '14', '15', '16', '18', '20', '21', '22', '23', '25', '29', '31', '32', '43')",0.3498013305616557,0.08129899216125419,0.08129899216125419
"(0, 4, 10, 11, 15, 16, 18, 20, 21, 22, 23, 25, 29, 31, 32, 43)",[0.78880179 0.94524076],0.8670212765957447,"('0', '4', '10', '11', '15', '16', '18', '20', '21', '22', '23', '25', '29', '31', '32', '43')",0.3365512801615929,0.07821948488241881,0.0782194848824188
"(0, 4, 10, 11, 15, 16, 18, 20, 21, 22, 23, 25, 31, 32, 43)",[0.78958567 0.94490482],0.8672452407614781,"('0', '4', '10', '11', '15', '16', '18', '20', '21', '22', '23', '25', '31', '32', '43')",0.3341421800888542,0.07765957446808508,0.07765957446808508
"(0, 4, 10, 15, 16, 18, 20, 21, 22, 23, 25, 31, 32, 43)",[0.79036954 0.94524076],0.8678051511758118,"('0', '4', '10', '15', '16', '18', '20', '21', '22', '23', '25', '31', '32', '43')",0.3331785400597589,0.07743561030235163,0.07743561030235163
"(0, 10, 15, 16, 18, 20, 21, 22, 23, 25, 31, 32, 43)",[0.78857783 0.94244121],0.8655095184770437,"('0', '10', '15', '16', '18', '20', '21', '22', '23', '25', '31', '32', '43')",0.331010349994294,0.07693169092945129,0.07693169092945129
"(0, 10, 15, 16, 18, 20, 21, 22, 23, 25, 31, 43)",[0.78342665 0.93717805],0.8603023516237402,"('0', '10', '15', '16', '18', '20', '21', '22', '23', '25', '31', '43')",0.3307694399870201,0.0768756998880179,0.0768756998880179
"(0, 10, 16, 18, 20, 21, 22, 23, 25, 31, 43)",[0.77984323 0.93101904],0.855431131019037,"('0', '10', '16', '18', '20', '21', '22', '23', '25', '31', '43')",0.3252285098197212,0.07558790593505038,0.07558790593505038
"(0, 10, 16, 20, 21, 22, 23, 25, 31, 43)",[0.77446809 0.9268757 ],0.8506718924972005,"('0', '10', '16', '20', '21', '22', '23', '25', '31', '43')",0.3278785198997339,0.0762038073908175,0.0762038073908175
